ticker,week_start,snapshot_type,snapshot_date,option_type,strike_offset,strike,last_price,bid,ask,volume,open_interest,implied_volatility,delta,gamma,theta,vega,rho
AMD,2026-08-17,end,2026-08-20,put,-2,465.0,3.8,3.55,3.9,6092.0,1565.0,0.5817912915039063,-0.37006913182667533,0.026412408694363575,-2.681027276052069,0.09278339799209352,-0.0048612941318410515
AMD,2026-08-17,end,2026-08-20,call,-1,467.5,6.81,6.6,6.95,5166.0,462.0,0.5871623315429688,0.561372654494238,0.027322745075658506,-2.86989061837339,0.09686738259355003,0.007033947843032409
AMD,2026-08-17,end,2026-08-20,put,-1,467.5,4.65,4.55,5.0,2335.0,550.0,0.5825237060546875,-0.4382386340709029,0.027536107943437246,-2.7995920386598403,0.09685258306795197,-0.0057667415081637426
AMD,2026-08-17,end,2026-08-20,call,0,470.0,5.4,5.35,5.75,7430.0,1254.0,0.5932657861328126,0.4925917119477775,0.02736140213852177,-2.9302767278342654,0.09801277847728647,0.006182912547775216
AMD,2026-08-17,end,2026-08-20,put,0,470.0,6.1,5.75,6.3,2070.0,3100.0,0.5860637097167969,-0.5076506047011833,0.027697325992175954,-2.8472670135696507,0.09801165462418085,-0.006693676152598476
AMD,2026-08-17,end,2026-08-20,call,1,472.5,4.45,4.3,4.5,3503.0,275.0,0.5893595751953126,0.42431359391916773,0.027050244935425294,-2.856352884390164,0.09626016334714542,0.005336331723136939
AMD,2026-08-17,end,2026-08-20,put,1,472.5,7.16,7.05,7.7,1248.0,1636.0,0.5820354296875,-0.576778141622384,0.027375960099282753,-2.7716246300110776,0.09620858552704126,-0.007619671111340724
AMD,2026-08-17,end,2026-08-20,call,2,475.0,3.25,3.35,3.6,8919.0,1811.0,0.5915568188476563,0.35924601404996875,0.02571872871858338,-2.733867253063748,0.09186308179778546,0.004524880351030002
AMD,2026-08-17,end,2026-08-20,put,2,475.0,8.95,8.55,9.45,859.0,2304.0,0.5893595751953126,-0.6412993375746006,0.025801011021064316,-2.674139858315161,0.09181467825293473,-0.00849395941639725
BAC,2026-08-17,end,2026-08-20,call,-2,60.0,1.97,1.86,2.01,2599.0,11014.0,0.57617611328125,0.8486680447218502,0.12571577553441055,-0.22389648313041105,0.007594024674928529,0.001383122413472924
BAC,2026-08-17,end,2026-08-20,put,-2,60.0,0.01,0.01,0.02,1113.0,10802.0,0.3437565625,-0.04350748514423075,0.082875492012001,-0.051061295492764065,0.0029867859038529908,-7.428227962290945e-05
BAC,2026-08-17,end,2026-08-20,call,-1,61.0,0.94,0.94,1.05,479.0,1208.0,0.39649041015625003,0.7548569480207028,0.24494799106819062,-0.20648382206012897,0.010182010603675478,0.0012504305290482645
BAC,2026-08-17,end,2026-08-20,put,-1,61.0,0.06,0.06,0.08,1163.0,3601.0,0.27735097656249996,-0.16388551826082032,0.2752063183872061,-0.10993587494762369,0.008002304544737434,-0.00027990119134853575
BAC,2026-08-17,end,2026-08-20,call,0,62.0,0.26,0.23,0.29,3484.0,4843.0,0.27539787109374997,0.44331172312395306,0.44286537079165544,-0.17882421755022218,0.01278672357808563,0.0007432878997964691
BAC,2026-08-17,end,2026-08-20,put,0,62.0,0.34,0.28,0.38,3754.0,2632.0,0.23633576171874998,-0.5668488722251395,0.5139990069235839,-0.14689793740523308,0.012735579121092229,-0.0009710241386009228
BAC,2026-08-17,end,2026-08-20,call,1,62.5,0.1,0.07,0.1,2982.0,9942.0,0.2500075,0.21998206134183884,0.3657565840300599,-0.12120845075694925,0.009586766848905725,0.00037004325435476145
BAC,2026-08-17,end,2026-08-20,put,1,62.5,0.7,0.45,0.72,5724.0,5658.0,0.22852333984375,-0.8012328529530155,0.3769537853688921,-0.09809109401511824,0.009031203886026292,-0.0013775182179179366
BAC,2026-08-17,end,2026-08-20,call,2,63.0,0.03,0.01,0.03,8742.0,6659.0,0.2500075,0.08361454679428648,0.18987225280924924,-0.06273225215793111,0.004976700620676068,0.00014086636798815684
BAC,2026-08-17,end,2026-08-20,put,2,63.0,1.15,1.04,1.21,4650.0,6289.0,0.31641308593749995,-0.8617436577116144,0.21540568517434036,-0.10751762812441959,0.007145597890988405,-0.0014934934126150598
